id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
124878,Male,Loyal Customer,23,Personal Travel,,728,,1,1,3,4,1,4,,1,2,2,4,3,4,2,,neutral
83940,Female,disloyal Customer,39,,Business,321,2,2,2,3,3,,3,3,3,4,4,3,5,3,22,15,neutral
73756,Female,Loyal Customer,27,Personal Travel,Eco,204,3,4,0,1,4,,4,4,5,2,4,2,3,4,0,,neutral
100707,Male,Loyal Customer,13,,Eco Plus,677,,5,5,5,3,,2,3,3,5,4,1,4,3,4,6,neutral
105636,Female,Loyal Customer,46,,,1661,4,4,3,4,3,,5,5,5,4,5,3,5,4,26,,satisfied
123696,Male,Loyal Customer,25,,Eco,214,,5,1,2,3,1,3,3,4,5,4,1,3,3,0,,neutral
580,Male,Loyal Customer,46,Business travel,,1598,3,3,3,3,4,5,4,5,5,5,4,3,5,5,11,,satisfied
118228,Female,Loyal Customer,42,Business travel,Business,1587,2,2,2,2,5,3,5,,5,5,5,4,5,5,4,0,satisfied
102229,Male,Loyal Customer,71,,Business,414,,3,3,3,3,2,3,,2,2,2,3,2,3,12,,neutral
102217,Male,Loyal Customer,56,Business travel,Business,2489,,2,2,2,3,3,4,,1,1,1,4,1,3,0,0,neutral
15759,Female,Loyal Customer,64,Personal Travel,Eco,461,3,4,5,2,5,3,4,4,5,1,3,4,3,4,135,,neutral
1163,Male,Loyal Customer,68,Personal Travel,Eco,89,4,5,0,3,2,0,2,2,3,3,5,5,4,2,,,neutral
122199,Male,disloyal Customer,27,Business travel,Business,544,4,4,4,5,2,4,2,,4,5,5,5,5,2,0,0,satisfied
122280,Male,Loyal Customer,59,Personal Travel,,544,4,1,3,4,2,3,5,2,2,5,3,2,4,2,0,,neutral
70475,Female,Loyal Customer,60,Business travel,,867,,1,1,1,5,4,5,5,5,5,5,3,5,5,,0,satisfied
124922,Female,Loyal Customer,23,Business travel,Eco,328,2,3,4,3,2,1,3,2,4,4,3,3,3,2,0,,neutral
100476,Male,disloyal Customer,28,,Business,580,4,4,4,5,1,,3,,5,5,5,5,5,1,37,,satisfied
20052,Male,Loyal Customer,40,Business travel,Eco,207,4,5,5,5,4,,4,4,3,5,3,4,3,4,0,,neutral
8511,Male,disloyal Customer,38,Business travel,Eco,862,,2,2,3,2,2,2,,1,4,4,2,3,2,29,,neutral
121499,Male,Loyal Customer,20,Business travel,,290,0,3,0,2,3,0,3,3,5,2,3,4,1,3,0,3,satisfied
30376,Female,Loyal Customer,28,Business travel,,2212,,4,2,4,3,5,3,3,5,3,4,3,3,3,96,98,satisfied
7758,Female,disloyal Customer,21,Business travel,Business,1013,0,0,0,5,2,0,2,,5,2,4,4,4,2,17,20,satisfied
105108,Female,Loyal Customer,44,Business travel,Business,2812,5,5,5,5,4,,4,,5,5,5,4,5,5,0,,satisfied
72958,Female,disloyal Customer,42,Business travel,Business,1096,5,5,5,2,4,,4,4,4,3,4,4,4,4,0,0,satisfied
52110,Male,Loyal Customer,18,Personal Travel,,639,4,4,3,4,2,,2,2,5,2,5,5,5,2,0,5,neutral
103025,Male,disloyal Customer,24,Business travel,Eco,546,1,2,1,4,2,1,2,,4,5,3,3,4,2,60,,neutral
3442,Female,Loyal Customer,40,Personal Travel,,296,2,2,2,4,5,2,4,,4,1,4,2,3,5,0,,neutral
128544,Male,Loyal Customer,49,Business travel,Business,1964,0,0,0,3,4,5,4,,2,2,2,5,2,3,0,,satisfied
111120,Female,Loyal Customer,49,Business travel,Business,1598,,5,4,5,5,,4,3,3,3,3,4,3,3,15,,satisfied
90366,Female,Loyal Customer,53,Business travel,Business,1963,,3,3,3,4,,5,5,5,5,5,5,5,4,1,,satisfied
56154,Male,Loyal Customer,29,Business travel,Eco,1400,,3,3,3,3,,3,3,1,5,4,1,3,3,,,neutral
66611,Female,Loyal Customer,50,Personal Travel,,761,1,1,1,4,5,,3,4,4,1,4,1,4,2,0,0,neutral
13066,Male,Loyal Customer,27,Business travel,,936,,5,5,5,3,3,3,3,3,4,3,2,3,3,56,40,dissatisfied
97335,Male,Loyal Customer,40,Business travel,,3764,1,1,1,1,4,5,4,4,4,5,4,4,4,3,,,satisfied
2483,Male,Loyal Customer,60,Business travel,Business,715,4,4,4,4,4,5,5,,5,5,5,4,5,3,,,satisfied
55106,Male,Loyal Customer,54,Personal Travel,,1609,5,5,5,3,2,5,3,,5,2,3,3,5,2,0,,satisfied
20791,Female,disloyal Customer,45,Business travel,Eco,457,3,0,3,5,4,3,4,4,2,5,4,1,5,4,,,neutral
52677,Female,Loyal Customer,68,Personal Travel,,160,1,4,1,5,5,,5,3,3,1,1,3,3,5,0,,neutral
26406,Male,Loyal Customer,47,Personal Travel,,1084,,4,4,4,3,,2,3,4,2,5,4,4,3,0,,neutral
43447,Male,Loyal Customer,24,Business travel,,679,5,2,2,2,5,,4,5,4,5,2,4,3,5,0,,satisfied
96655,Female,Loyal Customer,70,Personal Travel,,972,,4,2,1,5,5,4,3,3,2,3,4,3,4,0,,dissatisfied
126516,Female,Loyal Customer,45,,,313,,3,3,3,4,,3,,3,3,3,4,3,2,0,,dissatisfied
119603,Female,Loyal Customer,37,Business travel,,2617,,5,1,5,5,2,1,3,3,4,3,3,3,2,33,29,neutral
16346,Male,Loyal Customer,38,Business travel,Business,160,5,5,5,5,4,3,5,4,4,4,3,5,4,1,,,satisfied
106883,Female,Loyal Customer,52,Business travel,Business,577,3,3,3,3,5,4,3,3,3,3,3,4,3,3,39,35,neutral
127692,Female,Loyal Customer,46,Business travel,Business,2133,5,5,5,5,2,,5,5,5,5,5,3,5,3,0,,satisfied
103485,Male,Loyal Customer,45,Business travel,,440,,3,1,3,4,,4,4,1,5,3,2,3,4,2,,dissatisfied
20873,Male,Loyal Customer,25,Business travel,,508,,4,1,4,4,5,4,1,4,1,4,4,4,4,139,,satisfied
81264,Female,disloyal Customer,29,Business travel,Business,1020,,3,3,3,4,,4,,5,5,5,4,4,4,0,,neutral
117208,Male,Loyal Customer,64,Personal Travel,Eco,325,4,3,4,2,2,4,2,2,4,2,2,3,5,2,17,11,dissatisfied
115266,Female,Loyal Customer,51,Business travel,,325,1,1,1,1,5,4,4,,5,5,5,5,5,5,20,,satisfied
86643,Male,Loyal Customer,43,Business travel,Business,2985,5,5,5,5,2,,3,4,4,4,4,4,4,1,0,0,satisfied
4263,Male,disloyal Customer,27,,Eco,502,1,4,1,4,5,1,5,,3,5,3,4,3,5,12,,neutral
75997,Female,Loyal Customer,15,Personal Travel,Eco Plus,297,3,3,3,4,3,,3,,3,3,4,3,4,3,0,0,neutral
87388,Male,Loyal Customer,57,Business travel,,3931,,3,3,3,3,3,3,4,4,4,4,1,4,4,0,,neutral
92091,Male,Loyal Customer,12,Business travel,Business,1532,,3,3,3,3,3,3,3,4,5,4,1,4,3,,0,neutral
449,Male,disloyal Customer,42,Business travel,,282,4,4,4,3,3,,3,3,5,3,5,5,4,3,0,0,neutral
31102,Male,disloyal Customer,69,Personal Travel,,1014,2,4,2,4,3,,3,3,2,5,4,3,4,3,0,,dissatisfied
117706,Male,disloyal Customer,39,,,1009,,4,4,4,5,4,5,,5,2,4,3,5,5,0,4,neutral
127935,Male,Loyal Customer,51,Personal Travel,Eco,2300,,4,2,4,5,2,5,5,4,3,3,5,5,5,1,,neutral
127941,Male,Loyal Customer,51,Business travel,,2300,,5,5,5,4,,5,,4,4,4,3,4,4,20,0,satisfied
95161,Female,Loyal Customer,61,Personal Travel,,239,3,5,3,4,3,,5,,5,3,5,5,5,4,27,26,neutral
5781,Male,Loyal Customer,40,Business travel,Business,157,0,4,0,4,3,4,5,3,3,3,3,3,3,5,95,,satisfied
102640,Female,Loyal Customer,48,Business travel,Business,1703,1,1,1,1,3,4,4,5,5,5,5,4,5,5,37,,satisfied
18833,Male,Loyal Customer,47,Business travel,Eco,503,4,5,4,5,4,4,4,4,3,1,3,3,2,4,0,,satisfied
97603,Female,disloyal Customer,39,Business travel,Business,442,1,1,1,1,2,,2,2,3,2,5,5,5,2,,,dissatisfied
96474,Female,Loyal Customer,28,Business travel,Business,2196,,2,2,2,4,4,4,4,5,2,4,4,4,4,10,,satisfied
44534,Female,Loyal Customer,56,Business travel,Business,157,4,1,1,1,3,4,3,4,4,4,4,2,4,2,0,8,neutral
102741,Female,Loyal Customer,29,Personal Travel,,255,2,3,2,2,2,2,2,2,4,5,4,2,1,2,56,,neutral
60438,Male,Loyal Customer,48,Business travel,Business,862,3,2,3,3,5,,5,2,2,2,2,3,2,4,2,,satisfied
55257,Female,Loyal Customer,49,Business travel,Eco Plus,1009,3,2,2,2,5,,3,,4,3,4,2,4,1,7,,neutral
127554,Female,Loyal Customer,54,Business travel,Business,2053,,1,1,1,3,5,5,4,4,4,4,4,4,3,0,,satisfied
32668,Male,Loyal Customer,33,Business travel,,163,,4,4,4,1,1,2,,1,2,3,3,4,1,0,,neutral
1201,Female,Loyal Customer,35,Personal Travel,Eco,134,3,0,3,4,4,,4,4,4,5,5,3,4,4,58,59,neutral
6072,Male,Loyal Customer,70,Personal Travel,Eco,1236,3,5,3,2,3,3,3,3,4,5,4,5,5,3,87,84,neutral
101373,Female,Loyal Customer,39,Personal Travel,Eco,2237,,4,1,1,2,1,2,2,4,4,4,3,4,2,6,,dissatisfied
4994,Female,Loyal Customer,27,Business travel,Business,3450,,4,4,4,3,3,3,3,1,3,4,4,4,3,0,,neutral
9374,Female,disloyal Customer,23,Business travel,,441,2,4,3,1,4,3,4,4,2,5,2,2,1,4,0,,neutral
38989,Male,Loyal Customer,40,Business travel,Business,113,5,5,5,5,1,,4,,4,4,5,3,4,1,0,,satisfied
123357,Male,disloyal Customer,26,Business travel,Business,644,,4,4,2,1,4,1,1,5,4,4,3,4,1,0,,satisfied
92047,Male,disloyal Customer,30,Business travel,Business,1535,,2,2,1,2,,2,,5,2,4,4,5,2,17,,neutral
107933,Male,disloyal Customer,39,Business travel,,611,3,3,3,5,4,3,4,4,3,5,5,5,4,4,0,0,neutral
73670,Female,Loyal Customer,23,,,2395,1,2,2,2,1,1,1,1,4,5,3,4,3,1,1,,neutral
113238,Male,Loyal Customer,61,Personal Travel,Business,397,4,4,3,4,2,,4,1,1,3,1,3,1,3,0,0,neutral
122370,Female,Loyal Customer,52,Business travel,Business,3136,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0,satisfied
62547,Female,disloyal Customer,23,Business travel,,1283,3,2,2,4,1,,1,,3,5,3,3,5,1,2,,satisfied
102307,Male,Loyal Customer,59,,Business,236,4,4,4,4,4,4,4,,5,5,5,4,5,4,,,satisfied
128705,Male,Loyal Customer,14,Business travel,Eco,1504,,3,3,3,3,3,2,,1,5,3,1,3,3,,,neutral
83933,Female,disloyal Customer,22,,,373,4,0,4,5,5,,5,5,4,5,5,4,4,5,11,,satisfied
4832,Female,Loyal Customer,42,Business travel,,500,5,5,5,5,2,4,5,,4,4,4,3,4,4,0,,satisfied
103320,Male,disloyal Customer,25,,Business,1371,4,4,4,2,2,4,2,,4,5,4,3,4,2,0,,satisfied
63433,Male,Loyal Customer,40,Personal Travel,Eco,337,2,4,2,1,4,,4,,5,5,5,5,5,4,11,10,dissatisfied
19805,Male,Loyal Customer,44,,Business,528,,3,3,3,4,2,1,4,4,4,4,3,4,1,0,0,satisfied
50498,Male,Loyal Customer,66,,,266,2,5,2,4,2,2,2,2,5,4,4,4,5,2,0,0,neutral
46130,Male,disloyal Customer,25,Business travel,Eco,604,3,4,2,2,1,2,1,1,4,1,1,5,4,1,97,,neutral
84962,Female,Loyal Customer,60,Personal Travel,Eco Plus,534,2,4,2,2,4,,4,1,1,2,1,5,1,5,0,0,neutral
44508,Male,Loyal Customer,57,Personal Travel,Eco,411,2,4,2,4,4,2,4,4,4,3,5,5,5,4,0,0,neutral
117221,Female,Loyal Customer,20,Personal Travel,Eco,368,,3,5,3,2,,2,2,3,3,4,4,3,2,14,,neutral
108024,Male,Loyal Customer,29,Business travel,Eco Plus,589,,5,5,5,3,3,3,3,3,5,3,2,4,3,20,12,neutral
92234,Male,Loyal Customer,58,Business travel,,579,1,5,5,5,1,1,1,1,4,3,3,2,4,1,84,76,neutral
122611,Female,Loyal Customer,41,Business travel,Eco,728,5,3,3,3,5,5,5,5,4,4,5,1,3,5,,,satisfied
68662,Female,Loyal Customer,47,,Business,3584,4,1,1,1,4,3,3,4,4,4,4,3,4,2,0,0,neutral
129062,Female,Loyal Customer,24,Personal Travel,Eco,1846,3,3,3,4,3,2,2,3,1,4,3,2,2,2,249,,dissatisfied
89861,Male,disloyal Customer,28,Business travel,Business,1174,5,5,5,4,3,5,3,3,4,3,5,3,4,3,15,0,satisfied
110637,Male,Loyal Customer,45,Business travel,Business,829,4,4,4,4,2,5,5,5,5,5,5,4,5,5,15,,satisfied
28765,Female,Loyal Customer,21,Personal Travel,Eco,1024,,4,4,3,4,4,4,4,3,4,4,5,4,4,0,0,neutral
86906,Female,Loyal Customer,47,,,341,2,2,2,2,3,5,5,,4,4,4,5,4,5,0,0,satisfied
85757,Male,disloyal Customer,25,Business travel,Business,526,,2,5,3,3,5,3,3,5,5,5,5,4,3,,,satisfied
77865,Male,Loyal Customer,58,Business travel,,1262,3,3,3,3,2,,5,4,4,4,4,3,4,3,0,0,satisfied
86415,Male,Loyal Customer,47,Business travel,Business,2051,3,2,2,2,5,,4,3,3,3,3,2,3,4,0,0,dissatisfied
115041,Male,Loyal Customer,50,,,2235,3,3,3,3,4,4,4,2,2,2,2,4,2,5,0,,satisfied
14786,Female,Loyal Customer,40,Business travel,Business,2527,3,3,3,3,4,4,4,4,4,4,4,3,4,1,,,satisfied
102499,Male,Loyal Customer,30,Personal Travel,,386,,4,2,3,1,2,1,1,3,4,4,3,5,1,24,,neutral
4654,Female,Loyal Customer,43,Business travel,Business,3078,,0,0,2,5,,5,4,4,3,3,3,4,5,0,0,satisfied
66447,Male,disloyal Customer,50,,Eco,1217,2,2,2,3,3,,4,3,4,3,3,4,3,3,107,,neutral
19680,Female,Loyal Customer,51,,,409,4,2,5,2,1,,4,,4,4,4,3,4,3,12,6,satisfied
111636,Female,disloyal Customer,30,,Business,1558,5,5,5,1,4,5,4,4,4,3,5,5,4,4,0,0,satisfied
73196,Male,disloyal Customer,36,,Eco,1258,,3,3,2,5,,5,5,1,5,3,4,3,5,0,,dissatisfied
39561,Female,Loyal Customer,31,Business travel,Business,3582,2,2,2,2,5,5,5,,4,2,3,3,4,5,0,,satisfied
19562,Female,disloyal Customer,21,,,173,3,2,3,3,5,3,5,,2,5,4,2,4,5,8,17,dissatisfied
29973,Female,Loyal Customer,39,Business travel,,3987,,5,5,5,3,,4,1,1,1,1,1,1,3,,,neutral
99201,Male,Loyal Customer,30,Business travel,Eco,583,2,3,3,3,2,,2,2,2,1,3,4,4,2,,,neutral
119856,Male,Loyal Customer,33,Business travel,Business,1530,,4,4,4,2,2,2,,4,1,1,5,4,2,0,,satisfied
8241,Female,Loyal Customer,62,Personal Travel,Eco,402,,4,3,3,4,4,5,,4,3,4,4,4,4,0,0,dissatisfied
61943,Female,Loyal Customer,47,Business travel,Business,2052,1,1,1,1,3,,4,4,4,4,4,5,4,4,0,,satisfied
85605,Female,Loyal Customer,65,Personal Travel,Eco,153,2,4,0,1,2,4,4,4,4,0,4,3,4,5,,0,neutral
96734,Male,Loyal Customer,59,Personal Travel,Eco,696,5,4,5,2,5,5,5,5,5,4,4,3,4,5,0,,satisfied
99524,Female,Loyal Customer,28,Business travel,Business,528,,4,4,4,5,5,5,5,4,3,5,4,4,5,0,18,satisfied
109502,Male,Loyal Customer,53,Business travel,Business,3146,,4,4,4,2,,4,4,4,4,4,5,4,3,,,satisfied
110808,Female,Loyal Customer,20,,,1105,,1,2,4,5,,5,,4,2,4,3,3,5,24,,neutral
33576,Female,disloyal Customer,25,Business travel,Eco,399,1,5,1,5,3,,3,3,2,1,3,2,5,3,13,,neutral
44135,Female,Loyal Customer,38,Business travel,Business,2432,4,5,5,5,4,3,3,,1,1,4,2,1,1,0,38,neutral
71346,Male,Loyal Customer,7,Personal Travel,Eco,1514,,1,2,3,1,2,1,,1,5,2,1,2,1,58,,neutral
114699,Female,Loyal Customer,45,Business travel,Business,2553,,1,1,1,3,,5,,4,4,4,5,4,3,4,,satisfied
75884,Male,Loyal Customer,45,Business travel,Business,603,5,5,5,5,4,4,4,,4,4,4,3,4,4,2,,satisfied
93553,Male,disloyal Customer,27,Business travel,Business,719,,2,2,4,3,2,3,,4,3,4,4,5,3,0,,neutral
62879,Male,Loyal Customer,42,,,2218,4,2,4,3,2,,2,2,4,5,3,4,3,2,19,20,neutral
95355,Female,Loyal Customer,28,Personal Travel,Eco,293,,5,4,1,2,4,2,2,3,3,5,4,4,2,14,11,neutral
100267,Male,Loyal Customer,45,,Business,3613,4,4,4,4,3,,4,3,3,4,3,3,3,4,,4,satisfied
64370,Male,Loyal Customer,59,,Eco,1158,1,5,1,3,3,1,1,,5,5,4,5,4,3,,,neutral
55081,Female,disloyal Customer,42,Business travel,Business,1635,3,3,3,4,3,,3,3,5,5,4,3,4,3,0,,neutral
103286,Male,Loyal Customer,46,,Business,872,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,0,satisfied
88346,Male,Loyal Customer,55,Business travel,Business,240,2,2,2,2,4,2,3,2,2,3,2,3,2,2,14,9,dissatisfied
76906,Male,Loyal Customer,13,Personal Travel,Eco,630,2,4,2,3,1,2,1,1,4,4,4,4,4,1,23,24,neutral
106903,Male,Loyal Customer,50,Personal Travel,Eco,704,,4,3,1,2,3,2,2,1,5,4,1,1,2,,0,neutral
120738,Female,Loyal Customer,57,Personal Travel,Eco,1089,1,4,1,3,3,,4,,3,1,3,4,3,3,,1,neutral
112642,Female,Loyal Customer,15,Personal Travel,Eco Plus,639,,5,3,2,3,,1,3,3,3,5,5,5,3,52,,neutral
89106,Female,Loyal Customer,24,,Eco,1900,2,5,5,5,2,2,2,,3,5,2,1,3,2,,83,neutral
51774,Male,Loyal Customer,64,Personal Travel,Eco,261,1,4,0,3,1,,1,1,3,1,3,3,4,1,0,0,neutral
51230,Female,Loyal Customer,56,Business travel,,109,5,1,3,1,2,3,1,5,5,5,5,4,5,2,,,satisfied
1761,Male,Loyal Customer,59,Personal Travel,,364,3,5,3,3,1,,1,,3,5,4,5,5,1,4,,neutral
55435,Male,Loyal Customer,25,Business travel,Eco,2521,1,5,5,5,1,1,1,2,3,3,3,1,2,1,0,4,neutral
71434,Male,disloyal Customer,45,Business travel,,867,4,4,4,2,4,4,4,,4,3,4,3,5,4,,0,satisfied
45588,Female,Loyal Customer,49,,Eco,260,4,2,2,2,1,4,1,4,4,4,4,1,4,4,10,,satisfied
125876,Male,Loyal Customer,30,,Business,920,1,4,4,4,1,1,1,,1,4,1,2,2,1,,,neutral
47211,Female,Loyal Customer,63,Personal Travel,Eco,679,1,1,1,3,5,3,3,3,3,1,3,4,3,3,0,0,neutral
123741,Male,disloyal Customer,33,Business travel,,96,3,3,2,4,5,,2,5,1,2,4,2,4,5,0,0,neutral
27986,Female,Loyal Customer,66,Personal Travel,,2350,,4,2,4,3,,3,2,2,2,2,1,2,5,,0,neutral
100664,Male,Loyal Customer,39,Business travel,Business,677,5,5,5,5,3,,4,5,5,4,5,4,5,5,0,0,satisfied
98178,Female,Loyal Customer,56,Business travel,Business,3710,,3,3,3,3,,5,5,5,5,5,5,5,5,31,37,satisfied
10853,Male,Loyal Customer,24,,Business,396,,3,3,3,5,,5,,4,5,5,3,5,5,0,0,satisfied
52483,Male,Loyal Customer,11,Personal Travel,Eco Plus,455,2,4,2,1,5,2,5,5,4,3,5,4,4,5,0,0,neutral
111405,Male,Loyal Customer,42,,Eco,1050,2,5,3,2,5,3,5,,4,5,5,3,4,5,2,,dissatisfied
41145,Male,Loyal Customer,50,Personal Travel,Eco,224,3,4,3,1,1,,1,,5,3,5,4,4,1,0,,neutral
37982,Male,Loyal Customer,38,Personal Travel,Business,1237,,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0,neutral
15299,Female,Loyal Customer,34,Business travel,Business,612,2,2,2,2,1,2,1,,4,4,4,1,4,5,0,,satisfied
23999,Female,Loyal Customer,32,Business travel,Business,427,3,5,5,5,3,3,3,,3,3,2,2,2,3,0,0,neutral
39380,Female,Loyal Customer,50,Business travel,,521,1,1,1,1,3,4,1,4,4,4,4,3,4,5,0,,satisfied
121459,Female,Loyal Customer,26,Personal Travel,Eco,290,4,4,3,4,5,3,5,5,5,5,5,4,4,5,0,0,satisfied
52706,Female,Loyal Customer,51,,Eco,584,1,5,1,1,5,,5,,2,1,2,4,2,3,9,6,neutral
63053,Female,Loyal Customer,11,Personal Travel,,862,2,3,2,3,1,2,1,,1,1,4,4,3,1,7,,neutral
15128,Female,Loyal Customer,25,Business travel,Eco,912,,4,4,4,4,4,4,4,1,5,1,1,1,4,,,satisfied
23441,Female,Loyal Customer,46,Business travel,Business,2072,,4,4,4,3,1,4,5,5,5,5,4,5,4,0,0,satisfied
31854,Female,Loyal Customer,21,Personal Travel,Eco,2677,,4,3,3,5,,4,5,1,3,3,4,4,5,0,,neutral
56494,Male,Loyal Customer,52,Business travel,Business,3392,1,1,1,1,4,,4,3,3,3,3,5,3,3,5,,satisfied
49081,Male,disloyal Customer,42,Business travel,,262,2,0,3,2,2,3,2,2,3,3,1,3,4,2,0,3,neutral
65826,Male,Loyal Customer,50,Business travel,Business,1389,2,1,1,1,5,,3,2,2,2,2,1,2,3,0,,dissatisfied
48874,Male,Loyal Customer,34,Business travel,Business,109,,5,5,5,4,,5,4,4,4,4,3,4,3,,0,satisfied
116216,Female,Loyal Customer,58,Personal Travel,Eco,325,3,1,4,3,4,3,2,,2,4,2,3,2,4,15,,neutral
51372,Male,Loyal Customer,48,,Eco Plus,266,,0,2,4,2,2,1,2,1,2,3,4,3,2,0,,neutral
126531,Male,Loyal Customer,46,Business travel,Business,644,,4,3,4,2,,4,5,5,5,5,3,5,4,15,,satisfied
26302,Male,Loyal Customer,15,Personal Travel,,1199,,2,2,4,4,2,4,4,4,2,3,2,4,4,13,19,neutral
118404,Female,Loyal Customer,42,Personal Travel,Business,304,3,5,2,5,5,5,5,5,5,2,5,4,5,4,0,,neutral
113532,Male,disloyal Customer,29,Business travel,,391,,2,2,4,1,,1,,4,4,4,1,4,1,,73,neutral
84136,Male,Loyal Customer,43,Business travel,,382,3,1,5,5,2,,2,,1,1,4,3,4,2,0,0,neutral
24190,Male,Loyal Customer,51,Business travel,,151,,2,5,5,4,4,4,4,1,5,4,3,1,4,0,,satisfied
109680,Male,Loyal Customer,31,Personal Travel,Eco,802,,3,2,2,3,2,3,,2,2,2,1,2,3,70,,neutral
24920,Female,disloyal Customer,39,Business travel,Business,762,1,1,1,3,5,1,3,5,2,1,2,4,2,5,50,54,dissatisfied
60887,Female,Loyal Customer,8,Personal Travel,Eco,1062,4,5,4,4,5,4,5,,4,5,5,3,5,5,4,,satisfied
101324,Male,Loyal Customer,40,Personal Travel,Eco,1076,2,4,2,3,4,2,4,4,5,3,5,4,4,4,18,,neutral
117466,Female,Loyal Customer,47,,Business,2717,2,2,2,2,5,4,4,4,4,4,4,4,4,3,16,18,satisfied
16033,Male,Loyal Customer,39,Personal Travel,Eco,780,,5,2,1,4,2,4,4,3,5,5,4,4,4,0,0,dissatisfied
63974,Female,Loyal Customer,52,,,792,,5,5,5,1,,4,1,1,1,1,1,1,4,0,0,neutral
72186,Male,Loyal Customer,35,Business travel,,594,4,5,5,5,3,3,2,,4,4,4,1,4,2,0,,dissatisfied
38106,Female,Loyal Customer,66,Business travel,Business,1185,4,4,4,4,4,,4,,5,5,5,2,5,4,0,,satisfied
51640,Male,Loyal Customer,48,,,3630,3,1,1,1,1,4,3,3,3,3,3,3,3,4,0,,neutral
112171,Female,Loyal Customer,67,Personal Travel,Eco,895,,1,4,4,2,3,4,,5,4,5,2,5,2,0,,neutral
20870,Female,Loyal Customer,54,Personal Travel,,357,2,5,2,1,2,5,5,2,2,2,2,3,2,3,0,,neutral
105524,Male,disloyal Customer,21,Business travel,Business,611,4,0,4,3,5,,5,,4,3,5,4,4,5,32,,satisfied
77891,Male,Loyal Customer,43,Business travel,Business,456,,4,4,4,3,,5,3,3,3,3,5,3,5,0,4,satisfied
83956,Female,Loyal Customer,46,Business travel,,373,3,4,4,4,3,2,2,3,3,3,3,4,3,2,0,0,neutral
10326,Male,disloyal Customer,29,,Business,229,5,5,5,2,2,,2,2,3,4,4,4,4,2,48,,satisfied
468,Female,Loyal Customer,51,Business travel,Business,1568,,5,5,5,3,5,4,4,4,4,5,5,4,5,0,,satisfied
123133,Male,Loyal Customer,56,Business travel,Business,650,,5,5,5,4,,5,4,4,4,4,4,4,5,8,13,satisfied
46475,Female,disloyal Customer,23,Business travel,Business,125,3,1,3,4,1,,1,1,4,1,3,2,4,1,,,neutral
100435,Female,Loyal Customer,69,Business travel,,1620,2,1,1,1,5,3,4,2,2,2,2,3,2,4,36,,neutral
125172,Male,Loyal Customer,51,Personal Travel,Eco,1089,4,5,4,4,2,,2,2,5,4,5,5,1,2,0,32,neutral
83401,Female,Loyal Customer,43,Business travel,,632,,3,2,3,4,5,5,5,5,5,5,3,5,4,0,0,satisfied
90477,Male,Loyal Customer,52,Business travel,Business,2774,2,2,2,2,5,,4,,4,4,4,5,4,4,13,32,satisfied
39069,Male,Loyal Customer,25,Business travel,,784,1,3,3,3,1,1,1,1,4,3,3,2,4,1,3,,neutral
62690,Male,Loyal Customer,59,Business travel,,2338,,4,4,4,2,4,4,,4,4,4,3,4,3,4,0,satisfied
26121,Female,Loyal Customer,65,Personal Travel,,581,3,5,3,3,5,,5,1,1,3,1,4,1,4,4,0,neutral
99011,Female,Loyal Customer,26,Business travel,,479,3,3,3,3,3,3,2,3,4,4,1,2,1,3,10,18,neutral
50543,Female,Loyal Customer,13,Personal Travel,Eco,238,1,5,1,3,2,,2,,5,3,4,4,4,2,0,0,neutral
75098,Male,Loyal Customer,60,Business travel,Business,1846,4,4,4,4,3,4,4,,5,5,5,3,5,5,0,0,satisfied
82509,Female,disloyal Customer,48,Business travel,Business,1345,,4,4,3,2,,2,2,5,5,4,3,5,2,0,,satisfied
31922,Female,Loyal Customer,53,Business travel,,1921,,3,3,3,4,5,4,5,5,5,4,3,5,3,,,satisfied
5212,Male,disloyal Customer,44,,Business,351,3,3,3,4,1,3,1,1,2,5,3,1,3,1,0,,neutral
13283,Male,Loyal Customer,10,Personal Travel,,468,3,4,3,2,3,3,3,,4,3,5,3,5,3,0,28,neutral
99487,Male,Loyal Customer,29,Personal Travel,Eco,283,,5,1,2,1,1,1,1,3,3,3,5,4,1,7,,neutral
26862,Female,disloyal Customer,59,Business travel,Eco Plus,224,2,2,2,3,3,2,3,3,2,5,4,1,4,3,,0,neutral
106415,Male,Loyal Customer,20,,Eco,674,5,4,5,4,5,5,3,5,5,5,4,5,4,5,15,,satisfied
86119,Male,Loyal Customer,39,Business travel,Business,3805,,2,2,2,2,5,4,,3,3,3,3,3,3,13,32,satisfied
106560,Male,Loyal Customer,48,Business travel,Business,2123,,1,1,1,2,4,5,5,5,5,5,3,5,4,2,0,satisfied
12647,Male,Loyal Customer,61,,,844,2,1,2,4,5,2,5,5,1,2,4,2,3,5,0,0,neutral
71437,Male,Loyal Customer,54,Business travel,Business,867,5,5,5,5,2,,4,4,4,4,4,5,4,5,7,,satisfied
6719,Male,Loyal Customer,25,Personal Travel,Eco,438,,4,3,4,5,3,4,,5,2,2,5,2,5,0,0,neutral
